PaperID,CatID,CatID2,CatID3,CatID4,CatID_gen,Authors,Title,Location,PublicationType,PublishedDateMonth,PublishedDateYear,PDFLink,LocalPDFLink,PSLink,Abstract,RegisterDate,sortOrder,ProjectLink,OtherAuthors
219,6,6,6,6,NULL,"C. Bajaj, M. Kim",Generation of Configuration Space Obstacles: The Case of Moving Algebraic Curves,"Proceedings: 1987 IEEE International Conference on Robotics and Automation, Raleigh, North Carolina, volume 4, (March 1987), 979-984.",Journal Publications,0,1987,http://ieeexplore.ieee.org/iel5/8153/23644/01087939.pdf?tp=&arnumber=1087939&isnumber=23644,http://cvcweb.ices.utexas.edu/cvc/papers/1987/journal/01087939.pdf,,,12/4/2006 14:42,1000,NULL,(with M. Kim)
220,3,7,3,3,NULL,"S. Abhyankar, C. Bajaj",Automatic Parameterization of Rational Curves and Surfaces IV: Algebraic Space Curves,"ACM Transactions on Graphics, 8, 4, (1989), 325-334.",Journal Publications,0,1989,http://portal.acm.org/ft_gateway.cfm?id=77273&type=pdf&coll=portal&dl=ACM&CFID=71966325&CFTOKEN=40825847,http://cvcweb.ices.utexas.edu/cvc/papers/1989/journal/p325-abhyankar.pdf,,,12/4/2006 14:59,1000,NULL,(with S. Abhyankar)
221,3,6,6,6,NULL,"C. Bajaj, S. Abhyankar",Computations with Algebraic Curves,"Proceedings: International Symposium on Symbolic and Algebraic Computation, ISSAC88, Lecture Notes in Computer Science, No. 358, Springer-Verlag, (1989), 279-284.",Conference Presentations & Publications,0,1989,,http://cvcweb.ices.utexas.edu/cvc/papers/1989/conference/TR88-806.pdf,,,12/4/2006 14:43,900,NULL,(with S. Abhyankar)
222,3,6,6,6,NULL,C. Bajaj,"Local Parameterization, Implicitization and Inversion of Real Algebraic Curves","Proceedings: The International Conference on Applied Algebra, Algebraic Algorithms, And Error Correcting Codes, (AAECC-7), (1989), Toulouse, France.",Conference Presentations & Publications,0,1989,,http://cvcweb.ices.utexas.edu/cvc/papers/1989/conference/TR89-863.pdf,,,10/2/2006 16:10,900,NULL,NULL
223,3,3,3,3,NULL,C. Bajaj,Quadric and Cubic Hypersurface Parameterization,"Technical Report 881, Purdue University, Computer Sciences (4/27/89).",Technical Reports,0,1989,,http://cvcweb.ices.utexas.edu/cvc/papers/1989/techreports/TR89-881.pdf,,,10/2/2006 16:09,800,NULL,NULL
224,3,3,3,3,NULL,"R. Patterson, C. Bajaj",Curvature Adjusted Parameterization of Curves,"Technical Report 907 (16 pages), Purdue University, Computer Sciences (9/19/89).",Technical Reports,0,1989,,http://cvcweb.ices.utexas.edu/cvc/papers/1989/techreports/TR89-907.pdf,,,12/4/2006 14:59,800,NULL,(with R. Patterson)
225,13,6,3,3,NULL,C. Bajaj,The Algebraic Degree of Geometric Optimization Problems,"Discrete and Computational Geometry, 3, 1, (1988), 177-191.",Journal Publications,0,1988,"http://www.springerlink.com/(igmrlrblncy1mn55mninnnib)/app/home/contribution.asp?referrer=parent&backto=issue,14,28;journal,90,92;linkingpublicationresults,1:100356,1",http://cvcweb.ices.utexas.edu/cvc/papers/1988/journal/TR84-496.pdf,,"In this paper we apply Galois methods to certain fundamental geometric optimization problems whose 
exact computational complexity has been an open problem for a long time. In particular we show 
that the classic Weber problem, along with the line-restricted Weber problem and its three-
dimensional version are in general not solvable by radicals over the field of rationals. One 
direct consequence of these results is that for these geometric optimization problems there 
exists no exact algorithm under models of computation where the root of an algebraic 
equation is obtained using arithmetic operations and the extraction of k-th roots. This leaves 
only numerical or symbolic approximations to the solutions, where the complexity of the 
approximations is shown to be primarily a function of the algebraic degree of the optimum 
solution point.",11/22/2017 19:31,1000,NULL,NULL
226,6,6,6,6,NULL,"C. Bajaj, T. Moh",Generalized Unfoldings for Shortest Paths in Euclidean 3-Space,"International Journal of Robotics Research, 7, 1, (1988), 71-76.",Journal Publications,0,1988,,http://cvcweb.ices.utexas.edu/cvc/papers/1986/conference/TR85-526.pdf,,,12/4/2006 14:47,1000,NULL,(with T. Moh)
227,6,6,6,6,NULL,"C. Bajaj, M. Kim",Generation of Configuration Space Obstacles: The Case of Moving Spheres,"IEEE Journal of Robotics and Automation, 4, 1, (1988), 94-99.",Journal Publications,0,1988,http://ieeexplore.ieee.org/iel1/56/50/00000777.pdf?isnumber=50&prod=JNL&arnumber=777&arSt=94&ared=99&arAuthor=Bajaj%2C+C.%3B+Kim%2C+M.-S.,http://cvcweb.ices.utexas.edu/cvc/papers/1988/journal/00000777.pdf,,,12/4/2006 14:42,1000,NULL,(with M. Kim)
228,3,6,6,6,NULL,"M. Wu, C. Bajaj, C. Liu",Face Area Evaluation Algorithm for Solids,"Computer Aided Design, 20, 2, (1988), 75-82.",Journal Publications,0,1988,http://www.sciencedirect.com/science?_ob=MImg&_imagekey=B6TYR-481DYDD-1B3-1&_cdi=5625&_user=108429&_orig=browse&_coverDate=03%2F31%2F1988&_sk=999799997&view=c&wchp=dGLbVtz-zSkWW&md5=68fdc3f582eb7a4ab520f2a79ef0052d&ie=/sdarticle.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1988/journal/TR87-682.pdf,,"A scan curve algorithm is presented for evaluating the face area of solids in 
constructive solid geometry (CSG) representation. The applicable domain is limited to solids 
bounded by three classes of surfaces: all quadric surfaces, cylindrical surfaces, and surfaces of 
revolution where the last two have rational parametric equations for their generating curves. 
The algorithm has been implemented in Fortran 77 on a VAX 11/780 machine. The extensions of this 
algorithm may also be applied to the solution of the following three problems: boundary 
representation (B-rep) evaluation from CSG, face area evaluation for solids in B-rep, and 
triangulation of the faces of solids in CSG or B-rep.",12/4/2006 14:59,1000,NULL,"(with M. Wu, C. Liu)"
229,3,7,3,3,NULL,"C. Bajaj, C. Hoffmann, R. Lynch, J. Hopcroft",Tracing Surface Intersections,"Computer Aided Geometric Design, 5:4(1988), 285-307.",Journal Publications,0,1988,http://www.sciencedirect.com/science?_ob=MImg&_imagekey=B6TYN-484N6V1-33-2&_cdi=5623&_user=108429&_orig=browse&_coverDate=11%2F30%2F1988&_sk=999949995&view=c&wchp=dGLbVlb-zSkWb&md5=876df702bb9d7ac21c1da61b41554f1d&ie=/sdarticle.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1988/journal/TR87-728.pdf,,"We consider the problem of tracing the intersection of surfaces given either implicitly 
or parametrically. We give a numerical tracing procedure in which a third-order Taylor 
approximant is constructed for taking steps of variable length, and the points so found are 
improved by Newton iteration. We show how this construction relates to local parametrizations of 
the curve at singularities, and discuss our experience with the method. For plane curves, 
given implicitly, we show how desingularization techniques can be incorporated to trace correctly 
through all types of singularities. An implementation of this method is also discussed.",12/4/2006 14:11,1000,NULL,"(with C. Hoffmann, R. Lynch, J. Hopcroft)"
230,3,6,3,3,NULL,"S. Abhyankar, C. Bajaj",Automatic Parameterization of Rational Curves and Surfaces III: Algebraic Plane Curves,"Computer Aided Geometric Design, 5:4(1988), 309-321.",Journal Publications,0,1988,http://www.sciencedirect.com/science?_ob=MImg&_imagekey=B6TYN-484N6V1-34-2&_cdi=5623&_user=108429&_orig=browse&_coverDate=11%2F30%2F1988&_sk=999949995&view=c&wchp=dGLbVtb-zSkzS&md5=c9f4e3a877483c9316de9c4d69b7c928&ie=/sdarticle.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1988/journal/TR86-619.pdf,,"We present algorithms to compute the genus and rational parametric equations, for implicitly 
defined irreducible plane algebraic curves of arbitrary degree. Rational parameterizations 
exist for all irreducible algebraic curves of genus 0. The genus is computed by a complete 
analysis of the singularities of plane algebraic curves, using affine quadratic transformations. 
The rational parameterization techniques, essentially, reduce to solving symbolically 
systems of homogeneous linear equations and the computation of polynomial resultants.",12/4/2006 14:59,1000,NULL,(with S. Abhyankar)
231,3,6,3,3,NULL,"C. Bajaj, M. Kim",Algorithms for Planar Geometric Models,"Proceedings: The Fifteenth International Colloquium on Automata, Languages and Programming, ICALP 88. <br>Lecture Notes in Computer Science, Springer-Verlag, 317, (1988), 67-81.",Conference Presentations & Publications,0,1988,,http://cvcweb.ices.utexas.edu/cvc/papers/1988/conference/TR88-755.pdf,,,12/4/2006 14:42,900,NULL,(with M. Kim)
232,3,8,3,3,NULL,"C. Bajaj, W. Dyksen, C. Hoffmann, E. Houstis, T. Korb, J. Rice",Computing About Physical Objects,"Proceedings: The 12th IMACS World Congress, Paris, (1988), 642-645.",Conference Presentations & Publications,0,1988,,http://cvcweb.ices.utexas.edu/cvc/papers/1988/conference/TR87-696.pdf,,,12/4/2006 14:52,900,NULL,"(with W. Dyksen, C. Hoffmann, E. Houstis, T. Korb, J. Rice)"
233,3,3,3,3,NULL,C. Bajaj,Mathematical Techniques in Solid Modeling,"Proceedings: International Conference on Computer Integrated Manufacturing, RPI Troy, NY, (1988), 290-295.",Conference Presentations & Publications,0,1988,,http://cvcweb.ices.utexas.edu/cvc/papers/1988/conference/TR88-764.pdf,,,10/2/2006 16:18,900,NULL,NULL
234,3,3,3,3,NULL,C. Bajaj,Approximation Methods for Algebraic Curves and Surfaces,"Technical Report 822, Purdue University, Computer Sciences (11/15/88).",Technical Reports,0,1988,,http://cvcweb.ices.utexas.edu/cvc/papers/1988/techreports/TR88-822.pdf,,,10/2/2006 16:15,800,NULL,NULL
235,3,3,3,3,NULL,C. Bajaj,Algorithmic Implicitization of Algebraic Curves and Surfaces,"Technical Report 742, Purdue University, Computer Sciences (2/5/88).",Technical Reports,0,1988,,NULL,,,5/25/2006 19:06,800,NULL,NULL
236,3,3,3,3,NULL,"C. Bajaj, T. Garrity, J. Warren",On the Applications of Multi-Equational Resultants,"Technical Report 826, Purdue University, Computer Sciences (11/21/88).",Technical Reports,0,1988,,http://cvcweb.ices.utexas.edu/cvc/papers/1988/techreports/TR88-826.pdf,,,12/4/2006 14:47,800,NULL,"(with T. Garrity, J. Warren)"
237,13,6,3,3,NULL,C. Bajaj,Geometric Optimization and the Polynomial Hierarchy,"Proceedings: Fifth Conference on Foundations of Software Technology and Theoretical Computer Science, Lecture Notes in Computer Science, 206, Springer-Verlag, (1985), 176-195.",Journal Publications,0,1985,,,,,11/22/2017 19:34,1000,,NULL
238,6,6,6,6,NULL,"M. Atallah, C. Bajaj",Efficient Algorithms for Common Transversals,"Information Processing Letters, 25, 2, (1987), 87-91.",Journal Publications,0,1987,http://www.sciencedirect.com/science?_ob=MImg&_imagekey=B6V0F-486T2Y1-3-2&_cdi=5645&_user=108429&_orig=browse&_coverDate=05%2F06%2F1987&_sk=999749997&view=c&wchp=dGLbVzz-zSkzS&md5=70ac9fc0c05f385737a27355c5c6bd24&ie=/sdarticle.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1987/journal/TR85-549.pdf,,,12/4/2006 14:58,1000,NULL,(with M. Atallah)
239,3,6,3,3,NULL,"S. Abhyankar, C. Bajaj",Automatic Parameterization of Rational Curves and Surfaces II: Cubics and Cubicoids,"Computer Aided Design, 19, 9, (1987), 499-502.",Journal Publications,0,1987,http://www.sciencedirect.com/science?_ob=MImg&_imagekey=B6TYR-481MR4F-1D9-1&_cdi=5625&_user=108429&_orig=browse&_coverDate=11%2F30%2F1987&_sk=999809990&view=c&wchp=dGLbVlb-zSkWz&md5=b96024af0034be6ff734c432c111758e&ie=/sdarticle.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1987/journal/TR86-592.pdf,,,12/4/2006 14:59,1000,NULL,(with S. Abhyankar)
240,3,6,3,3,NULL,"S. Abhyankar, C. Bajaj",Automatic Parameterization of Rational Curves and Surfaces I: Conics and Conicoids,"Computer Aided Design, 19, 1, (1987), 11-14.",Journal Publications,0,1987,http://www.sciencedirect.com/science?_ob=MImg&_imagekey=B6TYR-481MMYD-8P-1&_cdi=5625&_user=108429&_orig=browse&_coverDate=02%2F28%2F1987&_sk=999809998&view=c&wchp=dGLbVtb-zSkWb&md5=ebf32e4ae675fdc96c218686782620aa&ie=/sdarticle.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1987/journal/TR86-583.pdf,,,12/4/2006 14:59,1000,NULL,(with S. Abhyankar)
242,3,3,3,3,NULL,"C. Bajaj, A. Royappa",A Note on an Efficient Implementation of the Sylvester Resultant for Multivariate Polynomials,"Technical Report 718, Purdue University, Computer Sciences (10/23/87).",Technical Reports,0,1987,,NULL,,,12/4/2006 14:02,800,NULL,(with A. Royappa)
243,6,6,6,6,NULL,C. Bajaj,Proving Geometric Algorithm Non-Solvability: An Application of Factoring Polynomials,"Journal of Symbolic Computation, 2, (1986), 99-102.",Journal Publications,0,1986,,NULL,,,5/25/2006 19:13,1000,NULL,NULL
244,3,6,3,3,NULL,C. Bajaj,Limitations to Algorithmic Solvability: Galois Methods and Models of Computation,"Proceedings: ACM Symposium on Symbolic and Algebraic Computation, SYMSAC86, Waterloo, Canada, (1986), 71-76.",Conference Presentations & Publications,0,1986,,http://cvcweb.ices.utexas.edu/cvc/papers/1986/conference/TR86-567.pdf,,,10/2/2006 16:35,900,NULL,NULL
245,6,6,6,6,NULL,C. Bajaj,An Efficient Parallel Solution for Euclidean Shortest Paths in 3-Dimensions,"Proceedings: 1986 IEEE International Conference on Robotics and Automation, San Francisco, California, (1986), volume 3, 1897-1900.",Conference Presentations & Publications,0,1986,http://ieeexplore.ieee.org/iel5/8152/23643/01087478.pdf?tp=&arnumber=1087478&isnumber=23643,http://cvcweb.ices.utexas.edu/cvc/papers/1986/conference/01087478.pdf,,,9/29/2006 13:07,900,NULL,NULL
246,6,6,6,6,NULL,C. Bajaj,The Algebraic Complexity of Shortest Paths in Polyhedral Spaces,"Proceedings: 23rd Annual Allerton Conference on Communication, Control and Computing, Monticello, Illinois, (1985), 510-517.",Conference Presentations & Publications,0,1985,,http://cvcweb.ices.utexas.edu/cvc/papers/1985/conference/TR85-523.pdf,,,10/2/2006 16:40,900,NULL,NULL
255,2,4,2,2,NULL,"C. Bajaj, P. Djeu, V. Siddavanahalli, A. Thane",TexMol: Interactive Visual Exploration of Large Flexible Multi-component Molecular Complexes,"Proc. of the Annual IEEE Visualization Conference, October 2004,  Austin, Texas, IEEE Computer Society Press, pp. 243-250.",Conference Presentations & Publications,0,2004,http://cvcweb.ices.utexas.edu/cvc/papers/2004/conference/TexMol-2004.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/2004/conference/01372203.pdf,,,10/17/2012 9:36,900,NULL,"(with P. Djeu, V. Siddavanahalli, A. Thane)"
257,3,10,3,3,11,C. Bajaj,Splines and Geometric Modeling,"Handbook of Discrete and Computational Geometry, (2004), Chap. 53, 1187-1206.",Book Chapters,0,2004,,http://cvcweb.ices.utexas.edu/cvc/papers/1997/conference/crc-chap.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1999/conference/crc-chap.ps,,12/14/2015 17:49,950,NULL,NULL
256,4,4,4,4,11,"S. Park, C. Bajaj, I. Ihm",Visualization of Very Large Oceanography Time-Varying Volume Datasets,"Lecture Notes in Computer Science (LNCS), ed. by M. Bubak et. al., ICCS 2004, Volume 3037, 2004, Pages 419-426, Springer-Verlag Heidelberg.",Book Chapters,0,2004,http://cvcweb.ices.utexas.edu/cvc/papers/2004/conference/Ocean-LNCS04.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/2004/conference/Ocean-LNCS04.pdf,,,12/14/2015 17:49,950,NULL,"(with S. Park, I. Ihm)"
258,6,6,6,4,11,"M. van Kreveld, R. van Oostrum, C. Bajaj, V. Pascucci, D. Schikore",Contour Trees and Small Seed Sets for Isosurface Generation Topological Data Structures for Surfaces,"Chap5, pp. 71-86, 2004. ed. by S. Rana, John Wiley & Sons, Ltd, 2004.",Book Chapters,0,2004,,NULL,,,12/14/2015 17:49,950,NULL,"(with M. van Kreveld, R. van Oostrum, V. Pascucci, D. Schikore)"
260,7,7,7,8,NULL,"C. Bajaj, I. Ihm, J. Min, J. Oh",SIMD Optimization of Linear Expressions for Programmable Graphics Hardware,"Computer Graphics Forum, 23, 4(2004), 1-18, <a href=http://dx.doi.org/10.1111/j.1467-8659.2004.00803.x>doi: 10.1111/j.1467-8659.2004.00803.x</a>, <a href=http://tinyurl.com/PMC2782869>PMCID: PMC2782869</a>.",Journal Publications,0,2004,,http://cvcweb.ices.utexas.edu/cvc/papers/2004/journal/Ihm-SIMD.pdf,,,7/11/2012 16:29,1000,,"(with I. Ihm, J. Min, J. Oh)"
261,3,7,3,3,NULL,"C. Bajaj, I. Ihm, J. Warren",Higher-Order Interpolation and Least-Squares Approximation Using Implicit Algebraic Surfaces,"ACM Transactions on Graphics, 12, 4, (1993), 327-347.",Journal Publications,0,1993,http://portal.acm.org/ft_gateway.cfm?id=159734&type=pdf&dl=portal&dl=ACM&CFID=76560209&CFTOKEN=18054146,http://cvcweb.ices.utexas.edu/cvc/papers/1993/journal/p327-bajaj.pdf,,,12/4/2006 14:30,1000,NULL,"(with I. Ihm, J. Warren)"
286,4,6,10,4,11,C. Bajaj,Interrogative Visualization,"Geometric Modeling, Computing Supplement, 13, Edited by G. Farin, H.Bieri, G. Brunnett, T. DeRose, Springer Verlag, (1998), 17-26.",Book Chapters,0,1998,,,,,12/14/2015 17:49,950,,NULL
301,4,4,4,4,NULL,"W. Blanke, C. Bajaj",Active Visualization in a Multidisplay Immersive Environment,"Computers & Graphics, Volume 27, Number 5, October 2003, 681-691, <a href=http://dx.doi.org/10.1016/S0097-8493(03)00141-9>doi: 10.1016/S0097-8493(03)00141-9</a>.",Journal Publications,0,2003,http://www.sciencedirect.com/science?_ob=MImg&_imagekey=B6TYG-49FGM5C-2-2D&_cdi=5618&_user=108429&_orig=browse&_coverDate=10%2F31%2F2003&_sk=999729994&view=c&wchp=dGLbVlb-zSkzS&md5=8b4f6f73e7da07e59d301bd675f5bfb2&ie=/sdarticle.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/2003/journal/sdarticle01.pdf,,,7/10/2012 16:48,1000,NULL,(with W. Blanke)
323,7,4,7,7,NULL,"S. Park, C. Bajaj",Multi-Dimensional Transfer Function Design for Scientific Visualization,"Proceedings of the Fourth Indian Conference on Computer Vision, Graphics & Image Processing, ICVGIP 2004: 290-295.",Conference Presentations & Publications,0,2004,,NULL,,,12/4/2006 15:01,900,NULL,(with S. Park)
319,7,8,4,7,NULL,"B. Kang, I. Ihm, C. Bajaj",Extending the Photon Mapping Method for Realistic Rendering of Hot Gaseous Fluids,"Computer Animation and Virtual Worlds (CASA 2005), 16, 3, 353-363.",Conference Presentations & Publications,0,2005,http://www3.interscience.wiley.com/cgi-bin/fulltext/111591690/PDFSTART,http://cvcweb.ices.utexas.edu/cvc/papers/2005/conference/kangP0078c.pdf,,"With the increased sophistication and use of <br> heated gas, fire, and explosion simulations <br> in computer graphics applications, there is<br> a corresponding impetus to improve the visual<br> realism in the rendering of such simulated <br> phenomena. In visualizing these turbulent <br> fluids, an appropriate incorporation of their<br> incandescent properties into the rendering<br> significantly enhances the realism of visual<br> effects. In this paper, we effectively <br> synthesize the light emission phenomena of <br> hot gaseous fluids by extending the photon<br> mapping global illumination method. In<br> particular, we add two new photon maps to<br> capture the thermal radiation effects. First,<br> we define an emission photon map to store the<br> photons emitted within hot gaseous fluids.<br> Second, we utilize additionalflash and flash<br> reflection photon maps, which are effective<br> in creating a visual effect of light that<br> intensively and instantly propagates outside<br> hot gaseous fluids, visually capturing shock<br> waves. Our current technique, while based on<br> the theory of blackbody radiation, is<br> parameterized to enable an animator to <br> generate a wide range of visual effects with<br> fairly intuitive user control. We demonstrate<br> the effectiveness of our new rendering <br> technique and user-controlled generation of<br> visual effects with several example pictures<br> and animations.",12/4/2006 14:02,900,NULL,"(with B. Kang, I. Ihm)"
267,3,4,4,4,NULL,"C. Bajaj, V. Anupam",SHASTRA - An Architecture for Development of Collaborative Applications,"International Journal of Intelligent and Cooperative Information Systems, 3, 2, (1994), 155-172.",Journal Publications,0,1994,,http://cvcweb.ices.utexas.edu/cvc/papers/1993/journal/00263053.pdf,,,12/4/2006 14:47,1000,NULL,(with V. Anupam)
268,6,6,6,6,NULL,"C. Bajaj, J. Canny, T. Garrity, J. Warren",Factoring Rational Polynomials over the Complexes,"Siam Journal on Computing, 22, 2, (1993), 318-331.",Journal Publications,0,1993,http://locus.siam.org/fulltext/SICOMP/volume-22/0222024.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1989/journal/p81-bajaj.pdf,,,12/4/2006 14:33,1000,NULL,"(with J. Canny, T. Garrity, J. Warren)"
269,3,7,3,3,NULL,"C. Bajaj, I. Ihm",Algebraic Surface Design with Hermite Interpolation,"ACM Transactions on Graphics, 11, 1, (1992), 61-91.",Journal Publications,0,1992,http://portal.acm.org/ft_gateway.cfm?id=120081&type=pdf&dl=portal&dl=ACM&CFID=76562641&CFTOKEN=45257950,http://cvcweb.ices.utexas.edu/cvc/papers/1992/journal/p61-bajaj.pdf,,,12/4/2006 14:30,1000,NULL,(with I. Ihm)
270,1,3,6,3,NULL,"C. Bajaj, T. Dey",Convex Decomposition of Polyhedra and Robustness,"Siam Journal on Computing, 21, 2, (1992), 339-364.",Journal Publications,0,1992,http://locus.siam.org/fulltext/SICOMP/volume-21/0221025.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1992/journal/TR90-990.pdf,,,12/4/2006 14:46,1000,NULL,(with T. Dey)
271,1,6,6,6,NULL,"T. Dey, C. Bajaj, K. Sugihara",On Good Triangulations in Three Dimensions,"International Journal of Computational Geometry and Applications, 2, 1, (1992), 75-95.",Journal Publications,0,1992,http://www.worldscinet.com/ijcga/02/preserved-docs/0201/S0218195992000068.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1991/conference/p431-dey.pdf,,,12/4/2006 15:01,1000,NULL,"(with T. Dey, K. Sugihara)"
273,6,6,6,6,NULL,"C. Bajaj, T. Dey",Polygon Nesting and Robustness,"Information Processing Letters, 35, 1, (1990), 23-32.",Journal Publications,0,1990,http://www.sciencedirect.com/science?_ob=MImg&_imagekey=B6V0F-45D9TV8-21-1&_cdi=5645&_user=108429&_orig=browse&_coverDate=06%2F15%2F1990&_sk=999649998&view=c&wchp=dGLbVtb-zSkWz&md5=2e878c924a34141f9c027c3bcdadfdc5&ie=/sdarticle.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/1990/journal/TR89-918.pdf,,"We consider the polygon nesting problem for a set of m simple, nonintersecting, planar polygons 
with n vertices and N notches. We give an O(n + (m + N)log(m + N)) timealgorithm which uses exact 
arithmetic and give an O(n(log n + m + N)) time, robust algorithm which uses floating point 
arithmetic.",12/4/2006 14:46,1000,NULL,(with T. Dey)
274,6,6,6,6,NULL,"C. Bajaj, M. Kim",Generation of Configuration Space Obstacles: The Case of Moving Algebraic Curves,"Algorithmica, 4, 1, (1989), 157-172.",Journal Publications,0,1989,"http://www.springerlink.com/(mdsq3n45wimsv355c12bjxfn)/app/home/contribution.asp?referrer=parent&backto=issue,9,36;journal,164,167;linkingpublicationresults,1:100117,1",http://cvcweb.ices.utexas.edu/cvc/papers/1987/journal/01087939.pdf,,"We present algebraic algorithms to generate the boundary of planar configuration space obstacles 
arising from the translatory motion of objects among obstacles. Both the boundaries of the 
objects and obstacles are given by segments of algebraic plane curves.",12/4/2006 14:42,1000,NULL,(with M. Kim)
275,13,6,3,3,NULL,C. Bajaj,Geometric Optimization and the Polynomial Hierarchy,"Theoretical Computer Science, 54, 1, (1987), 87-102.",Journal Publications,0,1987,http://www.sciencedirect.com/science?_ob=MImg&_imagekey=B6V1G-45W3WMK-K-1&_cdi=5674&_user=108429&_orig=browse&_coverDate=09%2F30%2F1987&_sk=999459998&view=c&wchp=dGLbVzb-zSkWz&md5=371f27fec33e50e0d0f5a153441224e9&ie=/sdarticle.pdf,NULL,,,11/22/2017 19:33,1000,NULL,NULL
264,1,6,1,1,NULL,C. Bajaj,A Laguerre Voronoi Based Scheme for Meshing Particle Systems,"Proc. of International Symposium on Voronoi Diagrams in Science and Engineering, VD2004, University of Tokyo, Japan, Sep 2004, pp. 115 -122.",Conference Presentations & Publications,0,2004,http://cvcweb.ices.utexas.edu/cvc/papers/2004/conference/meshing5.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/2004/conference/meshing5.pdf,,"We present Laguerre Voronoi based subdivision algorithms for the quadrilateral and hexahedral meshing of particle
systems within a bounded region in two and three dimensions, respectively. Particles are smooth functions over
circular or spherical domains. The algorithm first breaks the bounded region containing the particles into Voronoi
cells that are then subsequently decomposed into an initial quadrilateral or an initial hexahedral sca®old conforming
to individual particles. The sca®olds are subsequently refined via applications of recursive subdivision (splitting
and averaging rules). Our choice of averaging rules yield a particle conforming quadrilateral/ hexahedral mesh, of
good quality, along with being smooth and di®erentiable in the limit. Extensions of the basic scheme to dynamic
re-meshing in the case of addition, deletion, and moving particles are also discussed. Motivating applications of the
use of these static and dynamic meshes for particle systems include the mechanics of epoxy/glass composite materials,
bio-molecular force field calculations, and gas hydrodynamics simulations in cosmology",10/5/2006 15:17,900,NULL,NULL
266,3,4,7,3,NULL,"V. Anupam, C. Bajaj",Shastra: Multimedia Collaborative Design Environment,"IEEE Multimedia, 1, 2, (1994), 39-49.",Journal Publications,0,1994,http://ieeexplore.ieee.org/iel4/93/7557/00311655.pdf?isnumber=7557&prod=JNL&arnumber=311655&arSt=39&ared=49&arAuthor=Anupam%2C+V.%3B+Bajaj%2C+C.L.,http://cvcweb.ices.utexas.edu/cvc/papers/1994/journal/00311655.pdf,,,12/4/2006 15:01,1000,NULL,(with V. Anupam)
272,6,6,6,6,NULL,"C. Bajaj, M. Kim",Generation of Configuration Space Obstacles: The Case of Moving Algebraic Surfaces,"International Journal of Robotics Research, 9, 1, (1990), 92-112.",Journal Publications,0,1990,,http://cvcweb.ices.utexas.edu/cvc/papers/1990/journal/TR86-586.pdf,,,12/4/2006 14:42,1000,NULL,(with M. Kim)
277,4,5,2,4,NULL,"B. Duerstock, C. Bajaj, R. Borgens",A Comparative Study of the Quantitative Accuracy of Three-Dimensional Reconstructions of Spinal Cord from Serial Histological Sections,"Journal of Microscopy, 210:2, (2003), 138-148, <a href=http://dx.doi.org/10.1046/j.1365-2818.2003.01130.x>doi: 10.1046/j.1365-2818.2003.01130.x</a>, <a href=http://tinyurl.com/PMID12753096>PMID12753096</a>, PMC Journal In Process.",Journal Publications,0,2003,,http://cvcweb.ices.utexas.edu/cvc/papers/2003/journal/spinalcord.pdf,,,7/11/2012 16:32,1000,,"(with B. Duerstock, R. Borgens)"
287,3,6,10,10,11,C. Bajaj,Some Applications of Constructive Real Algebraic Geometry,"Algebraic Geometry and Applications, Special Issue of Symposium on the occasion of Shreeram Abhyankar's 60th Birthday, edited by C. Bajaj, Springer Verlag, (1994), Chapter 25, 393-405.",Book Chapters,0,1994,,http://cvcweb.ices.utexas.edu/cvc/papers/1994/conference/TR93-056.pdf,,,12/14/2015 17:49,950,NULL,NULL
288,3,6,1,8,11,"C. Bajaj, G. Xu",Smooth Shell Construction with Mixed Prism Fat Surfaces,"Brunett, G., Bieri,H., Farin, G. (eds.), Geometric Modeling Computing Supplement, 14, (2001), 19-35.",Book Chapters,0,2001,http://cvcweb.ices.utexas.edu/cvc/papers/2001/conference/smooth-shell-const.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/2001/conference/smooth-shell-const.pdf,http://cvcweb.ices.utexas.edu/cvc/papers/2001/conference/sm02_112.ps,,12/14/2015 17:49,950,,(with G. Xu)
291,11,11,11,11,NULL,C. Bajaj,Algebraic Geometry and its Applications,"Springer Verlag, 1995.",Edited Books,0,1995,,NULL,,,5/25/2006 18:50,700,NULL,NULL
